prefix,function,expansion
"['add', 'x', 'mul', 'x', 'mul', 'pow', 'sin', 'cos', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'cos', 'x']",x*sqrt(sin(cos(x)))*cos(x) + x,x**3*(-3*sqrt(sin(1)) - 3*cos(1)/(2*sqrt(sin(1))))/6 + x*(sqrt(sin(1)) + 1)
"['mul', 's-', '1', 'mul', 'pow', 'x', 's+', '2', 'pow', 'add', 's-', '1', 'x', 's-', '1']",-x**2/(x - 1),x**4 + x**3 + x**2
"['add', 'x', 'add', 'pow', 'x', 's+', '2', 'tan', 'pow', 'x', 's+', '2']",x**2 + x + tan(x**2),2*x**2 + x
"['add', 'x', 'add', 'pow', 'x', 's+', '2', 'mul', 'mul', 's+', '1', 'pow', 's+', '3', 's-', '1', 'mul', 'pi', 'pow', 'x', 's+', '2']",x**2 + pi*x**2/3 + x,x**2*(1 + pi/3) + x
"['tan', 'pow', 's+', '0', 'x']",tan(0**x),tan(1)
"['add', 'x', 'pow', 'pow', 'cos', 'x', 's+', '5', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",x + sqrt(cos(x)**5),55*x**4/96 - 5*x**2/4 + x + 1
"['cos', 'pow', 'mul', 'x', 'exp', 'x', 'mul', 's+', '6', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",cos((x*exp(x))**(6*sqrt(x))),cos(1)
"['pow', 'acot', 'add', 'mul', 's+', '2', 'x', 'mul', 'pow', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 's+', '3']",acot(sqrt(2)*sqrt(x) + 2*x)**3,pi**3/8
"['add', 'x', 'tan', 'cos', 'x']",x + tan(cos(x)),x**4*(1 + 6*tan(1))*(1 + tan(1)**2)/24 + x**2*(-tan(1)**2 - 1)/2 + x + tan(1)
"['mul', 'pow', 'x', 's+', '2', 'pow', 'exp', 'x', 'mul', 's+', '8', 'x']",x**2*exp(x)**(8*x),8*x**4 + x**2
"['sin', 'add', 'pow', 'x', 'mul', 's+', '5', 'pow', 's+', '2', 's-', '1', 'exp', 'pow', 'x', 's+', '2']",sin(x**(5/2) + exp(x**2)),x**2*cos(1) + sin(1)
"['mul', 's+', '2', 'mul', 'pow', 'x', 's+', '2', 'pow', 'add', 'mul', 's+', '4', 'pow', 'x', 's+', '2', 'cos', 'x', 's-', '1']",2*x**2/(4*x**2 + cos(x)),-7*x**4 + 2*x**2
"['add', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '1', 'x', 'acot', 'pow', 'x', 'x']",x**2 - x + acot(x**x),pi/4
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'acot', 'x']",-x**2 - acot(x),-x**3/3 - x**2 + x - pi/2
"['sin', 'add', 'mul', 'x', 'tan', 'pow', 'x', 's+', '2', 'mul', 'pow', 'x', 's+', '2', 'tan', 'x']",sin(x**2*tan(x) + x*tan(x**2)),2*x**3
"['add', 'pow', 'x', 's+', '2', 'mul', 's+', '1', '6', 'pow', 'x', 's+', '3']",16*x**3 + x**2,16*x**3 + x**2
"['mul', 'x', 'pow', 'acot', 'x', 'add', 'mul', 's-', '1', 'x', 'mul', 's+', '2', 'pow', 'x', 's+', '6']",x*acot(x)**(2*x**6 - x),x**4*(-48*log(pi/2)/pi - 4*log(pi/2)**3 + 48/pi**2)/24 + x**3*(3*log(pi/2)**2 + 12/pi)/6 - x**2*log(pi/2) + x
"['add', 'pow', 'x', 's+', '2', 'add', 'pow', 'x', 's+', '2', '0', 'mul', 's-', '2', 'pow', 'x', 's+', '1', '1']",x**20 - 2*x**11 + x**2,x**2
"['pow', 'cos', 'tan', 'sin', 'add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'x', 's+', '2']",cos(tan(sin(x**2 - x)))**2,-x**4 + 2*x**3 - x**2 + 1
"['add', 's-', '1', 'add', 'mul', 's-', '8', '0', 'pow', 'x', 's+', '4', 'add', 'mul', 's-', '4', '0', 'pow', 'x', 's+', '2', 'add', 'mul', 's+', '1', '1', 'x', 'add', 'mul', 's+', '3', '2', 'pow', 'x', 's+', '5', 'mul', 's+', '8', '0', 'pow', 'x', 's+', '3']",32*x**5 - 80*x**4 + 80*x**3 - 40*x**2 + 11*x - 1,-80*x**4 + 80*x**3 - 40*x**2 + 11*x - 1
"['add', 'mul', 's-', '1', 'acos', 'x', 'tan', 'mul', 's+', '2', 'pow', 'x', 's+', '3']",tan(2*x**3) - acos(x),13*x**3/6 + x - pi/2
"['add', 'mul', 's+', '3', 'x', 'cos', 'add', 'pow', 'x', 's+', '3', 'mul', 's-', '1', 'pow', 'x', 's+', '2']",3*x + cos(x**3 - x**2),-x**4/2 + 3*x + 1
"['add', 'pow', 'x', 's+', '3', 'add', 'pow', 'cos', 'x', 's+', '6', 'mul', 's-', '1', 'pow', 'asin', 'x', 's+', '4']",x**3 + cos(x)**6 - asin(x)**4,3*x**4 + x**3 - 3*x**2 + 1
"['tan', 'add', 'pow', 'x', 's+', '2', 'tan', 'x']",tan(x**2 + tan(x)),x**4 + 2*x**3/3 + x**2 + x
"['add', 'mul', 's-', '2', 'x', 'exp', 'x']",-2*x + exp(x),x**4/24 + x**3/6 + x**2/2 - x + 1
"['add', 'mul', 's-', '1', 'x', 'sin', 'pow', 'x', 'add', 'x', 'pow', 'x', 's+', '3']",-x + sin(x**(x**3 + x)),sin(1)
"['mul', 's-', '1', 'tan', 'add', 'pow', 'x', 's+', '3', 'mul', 's-', '1', 'mul', 'x', 'pow', 'tan', 'x', 's+', '3']",-tan(x**3 - x*tan(x)**3),x**4 - x**3
"['add', 'pow', 'x', 's+', '4', 'add', 'pow', 'x', 's+', '8', 'add', 'mul', 's-', '1', 'x', 'add', 'mul', 's+', '4', 'pow', 'x', 's+', '5', 'add', 'mul', 's+', '4', 'pow', 'x', 's+', '7', 'mul', 's+', '6', 'pow', 'x', 's+', '6']",x**8 + 4*x**7 + 6*x**6 + 4*x**5 + x**4 - x,x**4 - x
"['add', 'mul', 's-', '2', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'pow', 'x', 's+', '4']",2*x**4 - 2*x**2,2*x**4 - 2*x**2
"['add', 's+', '1', 'add', 'x', 'exp', 'x']",x + exp(x) + 1,x**4/24 + x**3/6 + x**2/2 + 2*x + 2
"['mul', 'x', 'tan', 'mul', 'x', 'asin', 'x']",x*tan(x*asin(x)),x**3
"['add', 'x', 'add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'cos', 'x']",x**2 + x - cos(x),-x**4/24 + 3*x**2/2 + x - 1
"['add', 'x', 'pow', 'cos', 'x', 's+', '2']",x + cos(x)**2,x**4/3 - x**2 + x + 1
"['add', 'x', 'add', 'pow', 'x', 's+', '2', 'add', 'pow', 'x', 's+', '4', 'mul', 's+', '2', 'pow', 'x', 's+', '3']",x**4 + 2*x**3 + x**2 + x,x**4 + 2*x**3 + x**2 + x
"['add', 'pow', 'x', 's+', '4', 'add', 'mul', 's+', '2', 'pow', 'x', 'mul', 's+', '5', 'pow', 's+', '2', 's-', '1', 'mul', 's+', '3', 'x']",2*x**(5/2) + x**4 + 3*x,3*x
"['mul', 's-', '1', 'mul', 'pow', 'x', 's+', '2', 'pow', 'add', 's+', '1', 'x', 's-', '1']",-x**2/(x + 1),-x**4 + x**3 - x**2
"['add', 's+', '1', 'add', 'pow', 'x', 's+', '6', 'add', 'mul', 's+', '5', 'x', 'add', 'mul', 's+', '6', 'pow', 'x', 's+', '5', 'add', 'mul', 's+', '1', '5', 'pow', 'x', 's+', '2', 'add', 'mul', 's+', '1', '5', 'pow', 'x', 's+', '4', 'mul', 's+', '2', '1', 'pow', 'x', 's+', '3']",x**6 + 6*x**5 + 15*x**4 + 21*x**3 + 15*x**2 + 5*x + 1,15*x**4 + 21*x**3 + 15*x**2 + 5*x + 1
"['add', 'mul', 'x', 'cos', 'x', 'add', 'mul', 's-', '1', 'mul', 'x', 'pow', 'cos', 'x', 's+', '2', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '3', 'cos', 'x']",-x**3*cos(x) - x*cos(x)**2 + x*cos(x),-x**3/2
"['pow', 'cos', 'pow', 'x', 'mul', 's-', '3', 'x', 's+', '5']",cos(x**(-3*x))**5,cos(1)**5
"['pow', 'tan', 'mul', 's+', '2', 'pow', 'x', 's+', '2', 's+', '2']",tan(2*x**2)**2,4*x**4
"['add', 'mul', 's-', '2', 'mul', 'x', 'pow', 'add', 's-', '1', 'mul', 's+', '2', 'x', 's-', '1', 'mul', 's+', '2', 'mul', 'pow', 'x', 's+', '2', 'pow', 'add', 's-', '1', 'mul', 's+', '2', 'x', 's-', '1']",2*x**2/(2*x - 1) - 2*x/(2*x - 1),8*x**4 + 4*x**3 + 2*x**2 + 2*x
"['acos', 'add', 'pow', 'x', 's+', '2', 'add', 'pow', 'tan', 'add', 'x', 'asin', 'x', 's+', '2', 'mul', 's-', '2', 'mul', 'x', 'tan', 'add', 'x', 'asin', 'x']",acos(x**2 - 2*x*tan(x + asin(x)) + tan(x + asin(x))**2),-17*x**4/3 - x**2 + pi/2
"['add', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '2', 'pow', 'x', 's+', '3', 'mul', 's-', '2', 'pow', 'x', 's+', '6']",-2*x**6 - 2*x**3 + x**2,-2*x**3 + x**2
"['add', 'mul', 's+', '2', 'x', 'mul', 'x', 'exp', 'mul', 's-', '1', 'x']",2*x + x*exp(-x),-x**4/6 + x**3/2 - x**2 + 3*x
"['add', 'mul', 's+', '3', 'x', 'exp', 'sin', 'x']",3*x + exp(sin(x)),-x**4/8 + x**2/2 + 4*x + 1
"['pow', 'tan', 'pow', 'x', 'pow', 'tan', 'sin', 'x', 's+', '3', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",sqrt(tan(x**(tan(sin(x))**3))),sqrt(tan(1))
"['add', 'pow', 'x', 's+', '2', 'add', 'pow', 'x', 's+', '4', 'add', 'mul', 's-', '1', 'x', 'add', 'mul', 's+', '2', 'pow', 'x', 's+', '3', 'add', 'mul', 'pow', 'x', 's+', '2', 'pow', 'cos', 'pow', 'x', 's+', '3', 's+', '2', 'add', 'mul', 's-', '2', 'mul', 'pow', 'x', 's+', '2', 'cos', 'pow', 'x', 's+', '3', 'mul', 's-', '2', 'mul', 'pow', 'x', 's+', '3', 'cos', 'pow', 'x', 's+', '3']",x**4 - 2*x**3*cos(x**3) + 2*x**3 + x**2*cos(x**3)**2 - 2*x**2*cos(x**3) + x**2 - x,x**4 - x
"['add', 'x', 'add', 'mul', 's+', '2', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'mul', 'x', 'acos', 'x']",2*x**2 + 2*x*acos(x) + x,-x**4/3 + x*(1 + pi)
"['add', 'pow', 'x', 's+', '2', 'add', 'mul', 's+', '4', 'x', 'tan', 'x']",x**2 + 4*x + tan(x),x**3/3 + x**2 + 5*x
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '3', 'mul', 's+', '2', 'x']",-x**3 - x**2 + 2*x,-x**3 - x**2 + 2*x
"['pow', 'add', 'mul', 's-', '2', 'pow', 'x', 's+', '2', 'acos', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",sqrt(-2*x**2 + acos(x)),-sqrt(2)*x**4*(15/(2*pi**3) + 36/pi**2 + 26/pi)/(24*sqrt(pi)) - sqrt(2)*x**3*(12/pi**2 + 4 + 48/pi)/(48*sqrt(pi)) - sqrt(2)*x**2*(1/(2*pi) + 2)/(2*sqrt(pi)) - sqrt(2)*x/(2*sqrt(pi)) + sqrt(2)*sqrt(pi)/2
"['pow', 'cos', 'cos', 'x', 's+', '2']",cos(cos(x))**2,x**4*(-6*cos(1)**2 - 2*sin(1)*cos(1) + 6*sin(1)**2)/24 + x**2*sin(1)*cos(1) + cos(1)**2
"['add', 's+', '1', 'add', 'mul', 's-', '1', 'x', 'mul', 'x', 'tan', 'x']",x*tan(x) - x + 1,x**4/3 + x**2 - x + 1
"['acos', 'add', 'x', 'pow', 'x', 's+', '6']",acos(x**6 + x),-x**3/6 - x + pi/2
"['add', 'mul', 's-', '1', 'x', 'acot', 'exp', 'x']",-x + acot(exp(x)),x**3/12 - 3*x/2 + pi/4
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '3', '6', 'add', 'mul', 's-', '2', 'x', 'mul', 'pow', 'x', 's+', '2', 'sin', 'x']",-x**36 + x**2*sin(x) - 2*x,x**3 - 2*x
"['add', 'pow', 'x', 's+', '5', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '1', 'pow', 'cos', 'x', 's+', '1', '5', 'add', 'mul', 's-', '1', '0', 'mul', 'pow', 'x', 's+', '2', 'pow', 'cos', 'x', 's+', '9', 'add', 'mul', 's-', '5', 'mul', 'pow', 'x', 's+', '4', 'pow', 'cos', 'x', 's+', '3', 'add', 'mul', 's+', '5', 'mul', 'x', 'pow', 'cos', 'x', 's+', '1', '2', 'mul', 's+', '1', '0', 'mul', 'pow', 'x', 's+', '3', 'pow', 'cos', 'x', 's+', '6']",x**5 - 5*x**4*cos(x)**3 + 10*x**3*cos(x)**6 - 10*x**2*cos(x)**9 - x**2 + 5*x*cos(x)**12 - cos(x)**15,105*x**4/8 - 20*x**3 - 7*x**2/2 + 5*x - 1
"['pow', 'add', 'pow', 'x', 's+', '2', 'add', 'mul', 'x', 'cos', 'x', 'acos', 'x', 'x']",(x**2 + x*cos(x) + acos(x))**x,x**4*(-32/pi + log(pi/2)**4 + 48*log(pi/2)/pi)/24 + x**3*(log(pi/2)**3 + 12/pi)/6 + x**2*log(pi/2)**2/2 + x*log(pi/2) + 1
"['add', 'pow', 'x', 's+', '2', 'add', 'pow', 'x', 'mul', 's+', '1', '3', 'pow', 's+', '2', 's-', '1', 'add', 'mul', 'x', 'sin', 'x', 'mul', 'pow', 'x', 'mul', 's+', '1', '1', 'pow', 's+', '2', 's-', '1', 'sin', 'x']",x**(13/2) + x**(11/2)*sin(x) + x**2 + x*sin(x),-x**4/6 + 2*x**2
"['acos', 'mul', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'x']",acos(x/2),-x**3/48 - x/2 + pi/2
"['add', 'pow', 'add', 's+', '1', 'x', 's-', '1', 'add', 'mul', 'pow', 'x', 's+', '2', 'mul', 'pow', 'add', 's+', '1', 'x', 's-', '1', 'exp', 'x', 'mul', 'pow', 'x', 's+', '3', 'mul', 'pow', 'add', 's+', '1', 'x', 's-', '1', 'exp', 'x']",x**3*exp(x)/(x + 1) + x**2*exp(x)/(x + 1) + 1/(x + 1),3*x**4/2 + 2*x**2 - x + 1
"['add', 'mul', 's-', '2', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'mul', 'x', 'sin', 'x']",-2*x**2 + 2*x*sin(x),-x**4/3
"['add', 'mul', 's+', '1', '6', 'pow', 'x', 's+', '2', '4', 'add', 'mul', 's+', '1', '6', 'pow', 'tan', 'x', 's+', '4', 'add', 'mul', 's-', '6', '4', 'mul', 'pow', 'x', 's+', '6', 'pow', 'tan', 'x', 's+', '3', 'add', 'mul', 's-', '6', '4', 'mul', 'pow', 'x', 's+', '1', '8', 'tan', 'x', 'mul', 's+', '9', '6', 'mul', 'pow', 'x', 's+', '1', '2', 'pow', 'tan', 'x', 's+', '2']",16*x**24 - 64*x**18*tan(x) + 96*x**12*tan(x)**2 - 64*x**6*tan(x)**3 + 16*tan(x)**4,16*x**4
"['acos', 'pow', 'x', 's+', '1', '0']",acos(x**10),pi/2
"['add', 'pow', 'x', 's+', '3', 'add', 'pow', 'x', 's+', '6', 'mul', 'pow', 'x', 's+', '2', 'sin', 'x']",x**6 + x**3 + x**2*sin(x),2*x**3
"['add', 'mul', 's-', '1', 'pow', 'add', 's+', '1', 'pow', 'x', 's+', '4', 's-', '1', 'add', 'mul', 'x', 'pow', 'add', 's+', '1', 'pow', 'x', 's+', '4', 's-', '1', 'add', 'mul', 'pow', 'x', 's+', '5', 'pow', 'add', 's+', '1', 'pow', 'x', 's+', '4', 's-', '1', 'add', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '2', 'pow', 'add', 's+', '1', 'pow', 'x', 's+', '4', 's-', '1', 'add', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '6', 'pow', 'add', 's+', '1', 'pow', 'x', 's+', '4', 's-', '1', 'add', 'mul', 's-', '1', 'mul', 'pow', 'add', 's+', '1', 'pow', 'x', 's+', '4', 's-', '1', 'tan', 'x', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '4', 'mul', 'pow', 'add', 's+', '1', 'pow', 'x', 's+', '4', 's-', '1', 'tan', 'x']",-x**6/(x**4 + 1) + x**5/(x**4 + 1) - x**4*tan(x)/(x**4 + 1) - x**2/(x**4 + 1) + x/(x**4 + 1) - tan(x)/(x**4 + 1) - 1/(x**4 + 1),x**4 - x**3/3 - x**2 - 1
"['sin', 'add', 'mul', 's-', '1', 'pow', 'tan', 's+', '1', 's+', '2', 'mul', 's+', '2', 'x']",sin(2*x - tan(1)**2),-2*x**4*sin(tan(1)**2)/3 - 4*x**3*cos(tan(1)**2)/3 + 2*x**2*sin(tan(1)**2) + 2*x*cos(tan(1)**2) - sin(tan(1)**2)
"['add', 'pow', 'x', 's+', '2', 'mul', 'pow', 'x', 's+', '5', 'pow', 'tan', 'x', 's+', '4']",x**5*tan(x)**4 + x**2,x**2
"['add', 'pow', 'x', 's+', '2', 'add', 'pow', 'x', 's+', '6', '0', 'mul', 's+', '2', 'pow', 'x', 's+', '3', '1']",x**60 + 2*x**31 + x**2,x**2
"['mul', 'x', 'mul', 'pow', 'add', 'mul', 'x', 'sin', 'x', 'cos', 'pow', 'x', 's+', '4', 's-', '1', 'sin', 'x']",x*sin(x)/(x*sin(x) + cos(x**4)),-7*x**4/6 + x**2
"['mul', 'x', 'pow', 'sin', 'x', 's+', '3']",x*sin(x)**3,x**4
"['add', 'mul', 'pow', 'x', 's+', '2', 'pow', 'add', 's-', '1', 'x', 's-', '1', 'add', 'mul', 'pow', 'add', 's-', '1', 'x', 's-', '1', 'tan', 'x', 'mul', 's-', '1', 'mul', 'x', 'pow', 'add', 's-', '1', 'x', 's-', '1']",x**2/(x - 1) - x/(x - 1) + tan(x)/(x - 1),-4*x**4/3 - 4*x**3/3 - x**2
"['add', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '1', 'x', 'add', 'mul', 'acot', 'pow', 'x', 's+', '2', 'sin', 'x', 'mul', 's-', '1', 'mul', 'x', 'acot', 'pow', 'x', 's+', '2']",x**2 - x*acot(x**2) - x + sin(x)*acot(x**2),-pi*x**3/12 + x**2 - x
"['ln', 'acot', 'sin', 'x']",log(acot(sin(x))),x**4*(-48/pi**3 + 24/pi)/(12*pi) + x**3*(3 - 8/pi**2)/(3*pi) - 2*x**2/pi**2 - 2*x/pi + log(pi/2)
"['mul', 'acos', 'x', 'cos', 'x']",cos(x)*acos(x),pi*x**4/48 + x**3/3 - pi*x**2/4 - x + pi/2
"['pow', 'cos', 'add', 'x', 'asin', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",sqrt(cos(x + asin(x))),-x**4/3 - x**2 + 1
"['pow', 'tan', 'pow', 'pow', 'x', 's+', '4', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 's+', '2']",tan(sqrt(x**4))**2,2*x**4
"['sin', 'pow', 'add', 'x', 'exp', 'mul', 's+', '2', 'x', 's-', '1']",sin(1/(x + exp(2*x))),x**4*(-1683*sin(1) + 164*cos(1))/24 + x**3*(-71*cos(1) + 126*sin(1))/6 + x**2*(-9*sin(1) + 14*cos(1))/2 - 3*x*cos(1) + sin(1)
"['add', 'mul', 's+', '2', 'pow', 'x', 's+', '2', 'mul', 'x', 'sin', 'cos', 'x']",2*x**2 + x*sin(cos(x)),-x**3*cos(1)/2 + 2*x**2 + x*sin(1)
"['sin', 'tan', 'mul', 's+', '2', 'pow', 'x', 's+', '2']",sin(tan(2*x**2)),2*x**2
"['mul', 's+', '2', 'mul', 'x', 'exp', 'exp', 'mul', 's+', '5', 'pow', 'x', 's+', '2']",2*x*exp(exp(5*x**2)),10*E*x**3 + 2*E*x
"['tan', 'mul', 'exp', 'x', 'exp', 'mul', 's-', '1', 'pow', 'sin', 'x', 's+', '4']",tan(exp(x)*exp(-sin(x)**4)),x**4*(1 + tan(1)**2)*(-11 + 14*tan(1) + 8*tan(1)**3 + 16*(1 + tan(1)**2)*tan(1) + 36*tan(1)**2)/24 + x**3*(1 + tan(1)**2)*(3 + 6*tan(1) + 6*tan(1)**2)/6 + x**2*(1 + 2*tan(1))*(1 + tan(1)**2)/2 + x*(1 + tan(1)**2) + tan(1)
"['add', 'x', 'pow', 'add', 's+', '1', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",x + sqrt(1 - x**2),-x**4/8 - x**2/2 + x + 1
"['add', 'x', 'mul', 's-', '1', 'tan', 'mul', 's+', '2', 'x']",x - tan(2*x),-8*x**3/3 - x
"['add', 'pow', 'x', 's+', '2', 'mul', 'x', 'tan', 'mul', 's+', '2', 'x']",x**2 + x*tan(2*x),8*x**4/3 + 3*x**2
"['add', 'x', 'add', 'pow', 'x', 's+', '2', 'add', 'pow', 'x', 's+', '3', 'pow', 'x', 's+', '1', '4']",x**14 + x**3 + x**2 + x,x**3 + x**2 + x
"['add', 's+', '1', 'add', 'pow', 'x', 's+', '1', '2', 'add', 'mul', 's-', '7', '9', '2', 'pow', 'x', 's+', '5', 'add', 'mul', 's-', '7', '9', '2', 'pow', 'x', 's+', '7', 'add', 'mul', 's-', '2', '2', '0', 'pow', 'x', 's+', '3', 'add', 'mul', 's-', '2', '2', '0', 'pow', 'x', 's+', '9', 'add', 'mul', 's-', '1', '2', 'x', 'add', 'mul', 's-', '1', '2', 'pow', 'x', 's+', '1', '1', 'add', 'mul', 's+', '6', '6', 'pow', 'x', 's+', '2', 'add', 'mul', 's+', '6', '6', 'pow', 'x', 's+', '1', '0', 'add', 'mul', 's+', '4', '9', '5', 'pow', 'x', 's+', '4', 'add', 'mul', 's+', '4', '9', '5', 'pow', 'x', 's+', '8', 'mul', 's+', '9', '2', '4', 'pow', 'x', 's+', '6']",x**12 - 12*x**11 + 66*x**10 - 220*x**9 + 495*x**8 - 792*x**7 + 924*x**6 - 792*x**5 + 495*x**4 - 220*x**3 + 66*x**2 - 12*x + 1,495*x**4 - 220*x**3 + 66*x**2 - 12*x + 1
"['add', 'x', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '4', 'mul', 's-', '1', 'pow', 'x', 's+', '6']",-x**6 - x**4 + x,-x**4 + x
"['add', 'mul', 's-', '1', 'x', 'add', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '2', 'cos', 'x', 'sin', 'x']",-x**2*cos(x) - x + sin(x),x**4/2 - x**3/6 - x**2
"['mul', 'pow', 'acos', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 's-', '1', 'sin', 'exp', 'x']",sin(exp(x))/acos(sqrt(x)),2*sin(1)/pi
"['asin', 'add', 'x', 'mul', 's-', '1', 'asin', 'add', 'pow', 'x', 's+', '4', 'add', 'pow', 'x', 's+', '1', '6', 'add', 'mul', 's-', '4', 'pow', 'x', 's+', '7', 'add', 'mul', 's-', '4', 'pow', 'x', 's+', '1', '3', 'mul', 's+', '6', 'pow', 'x', 's+', '1', '0']",asin(x - asin(x**16 - 4*x**13 + 6*x**10 - 4*x**7 + x**4)),-x**4 + x**3/6 + x
"['add', 'mul', 's+', '4', 'pow', 'x', 's+', '2', 'add', 'mul', 's+', '4', 'mul', 'x', 'pow', 'cos', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'cos', 'x']",4*x**2 + 4*x*sqrt(cos(x)) + cos(x),x**4/24 - x**3 + 7*x**2/2 + 4*x + 1
"['add', 'mul', 's+', '2', 'mul', 'pow', 'x', 's+', '2', 'pow', 'add', 'x', 'mul', 's-', '1', 'sin', 'cos', 'x', 's-', '1', 'mul', 's-', '1', 'mul', 'x', 'mul', 'pow', 'add', 'x', 'mul', 's-', '1', 'sin', 'cos', 'x', 's-', '1', 'sin', 'cos', 'x']",2*x**2/(x - sin(cos(x))) - x*sin(cos(x))/(x - sin(cos(x))),-x**4*(12*cos(1)/sin(1) + 24/sin(1)**2)/(24*sin(1)) - x**3/sin(1)**2 - x**2/sin(1) + x
"['cos', 'cos', 'add', 'pow', 'x', 's+', '8', 'mul', 's-', '1', 'pow', 'x', 's+', '6']",cos(cos(x**8 - x**6)),cos(1)
"['add', 'mul', 's-', '1', 'x', 'mul', 'x', 'acos', 'add', 'pow', 'x', 's+', '2', 'pow', 'x', 's+', '3']",x*acos(x**3 + x**2) - x,-x**4 - x**3 + x*(-1 + pi/2)
"['pow', 'asin', 'ln', 'acot', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",sqrt(asin(log(acot(x)))),x**4*(-18/(pi**3*(1 - log(pi/2)**2)**(3/2)*asin(log(pi/2))**2) - 15/(2*pi**3*(-1 + log(pi/2)**2)**2*asin(log(pi/2))**3) + 22/(pi**3*(-1 + log(pi/2)**2)*asin(log(pi/2))) - 8*log(pi/2)/(pi*(1 - log(pi/2)**2)**(3/2)) - 24/(pi**3*(1 - log(pi/2)**2)**(3/2)) - 8/(pi**3*(-1 + log(pi/2)**2)**2*asin(log(pi/2))) - 24/(pi**3*sqrt(1 - log(pi/2)**2)) - 72*log(pi/2)**2/(pi**3*(1 - log(pi/2)**2)**(5/2)) + 30*log(pi/2)**2/(pi**3*(-1 + log(pi/2)**2)**3*asin(log(pi/2))) + 60*log(pi/2)**3/(pi**3*(1 - log(pi/2)**2)**(7/2)) + 44*log(pi/2)/(pi**3*(1 - log(pi/2)**2)**(3/2)) + 36*log(pi/2)/(pi**3*(1 - log(pi/2)**2)**(5/2)) + 36*log(pi/2)/(pi**3*(-1 + log(pi/2)**2)**2*asin(log(pi/2))) + 18*log(pi/2)/(pi**3*(1 - log(pi/2)**2)**(5/2)*asin(log(pi/2))**2) + 8/(pi*sqrt(1 - log(pi/2)**2)) - 4/(pi*(-1 + log(pi/2)**2)*asin(log(pi/2))))/(12*pi*sqrt(asin(log(pi/2)))) + x**3*(-3/(2*pi**2*(1 - log(pi/2)**2)**(3/2)*asin(log(pi/2))**2) + 3/(pi**2*(-1 + log(pi/2)**2)*asin(log(pi/2))) - 4/(pi**2*sqrt(1 - log(pi/2)**2)) - 2/(pi**2*(1 - log(pi/2)**2)**(3/2)) - 6*log(pi/2)**2/(pi**2*(1 - log(pi/2)**2)**(5/2)) + 6*log(pi/2)/(pi**2*(1 - log(pi/2)**2)**(3/2)) + 3*log(pi/2)/(pi**2*(-1 + log(pi/2)**2)**2*asin(log(pi/2))) + 1/sqrt(1 - log(pi/2)**2))/(3*pi*sqrt(asin(log(pi/2)))) + x**2*(1/(2*pi*(-1 + log(pi/2)**2)*asin(log(pi/2))) - 1/(pi*sqrt(1 - log(pi/2)**2)) + log(pi/2)/(pi*(1 - log(pi/2)**2)**(3/2)))/(pi*sqrt(asin(log(pi/2)))) - x/(pi*sqrt(1 - log(pi/2)**2)*sqrt(asin(log(pi/2)))) + sqrt(asin(log(pi/2)))
"['add', 'x', 'mul', 's-', '1', 'mul', 'pow', 'x', 'x', 'acos', 'mul', 's+', '2', 'x']",x - x**x*acos(2*x),-pi/2
