prefix,function,expansion
"['add', 'x', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'cos', 'x']",-x**2 + x + cos(x),x**4/24 - 3*x**2/2 + x + 1
"['add', 'pow', 'x', 's+', '3', 'add', 'pow', 'x', 's+', '5', 'mul', 's+', '3', 'pow', 'x', 's+', '2']",x**5 + x**3 + 3*x**2,x**3 + 3*x**2
"['mul', 's-', '2', 'x']",-2*x,-2*x
"['pow', 'x', 's+', '3']",x**3,x**3
"['add', 'x', 'add', 'pow', 'exp', 'mul', 'x', 'acot', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'mul', 's-', '1', 'asin', 'x']",x + sqrt(exp(x*acot(x))) - asin(x),x**4*(-3*pi**2/8 + pi**4/256 + 7)/24 + x**3*(-3*pi/4 - 1 + pi**3/64)/6 + x**2*(-1 + pi**2/16)/2 + pi*x/4 + 1
"['mul', 's+', '2', 'x']",2*x,2*x
"['mul', 'x', 'mul', 'pow', 'add', 's+', '1', 'add', 'mul', 's+', '2', 'asin', 'x', 'mul', 'x', 'asin', 'x', 's-', '1', 'asin', 'x']",x*asin(x)/(x*asin(x) + 2*asin(x) + 1),19*x**4/6 - 2*x**3 + x**2
"['add', 's+', '1', 'mul', 's+', '2', 'pow', 'x', 's+', '2']",2*x**2 + 1,2*x**2 + 1
"['mul', 's+', '4', 'pow', 'x', 's+', '2']",4*x**2,4*x**2
"['pow', 'x', 's+', '2']",x**2,x**2
"['mul', 'x', 'pow', 'acot', 'pow', 'x', 's+', '6', 's-', '1']",x/acot(x**6),2*x/pi
"['acos', 'x']",acos(x),-x**3/6 - x + pi/2
"['add', 'x', 'acot', 'sin', 'x']",x + acot(sin(x)),x**3/2 + pi/2
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['mul', 'x', 'cos', 'x']",x*cos(x),-x**3/2 + x
"['mul', 's+', '2', 'pow', 'x', 's+', '2']",2*x**2,2*x**2
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'cos', 'x']",-x**2 + cos(x),x**4/24 - 3*x**2/2 + 1
"['cos', 'cos', 'x']",cos(cos(x)),x**4*(-3*cos(1) - sin(1))/24 + x**2*sin(1)/2 + cos(1)
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '4', 'mul', 's+', '3', 'x']",-x**4 + 3*x,-x**4 + 3*x
"['pow', 'x', 's+', '4']",x**4,x**4
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'pow', 'x', 's+', '5', 'mul', 's+', '3', 'pow', 'x', 's+', '2']",x**5 + 3*x**2,3*x**2
"['exp', 'x']",exp(x),x**4/24 + x**3/6 + x**2/2 + x + 1
"['add', 's+', '1', 'pow', 'x', 's+', '4']",x**4 + 1,x**4 + 1
"['pow', 'cos', 'tan', 'add', 'mul', 's+', '2', 'x', 'mul', 's+', '2', 'pow', 'x', 's+', '2', 's+', '5']",cos(tan(2*x**2 + 2*x))**5,20*x**4/3 - 20*x**3 - 10*x**2 + 1
"['pow', 'x', 's+', '4']",x**4,x**4
"['add', 'x', 'pow', 'x', 's+', '2']",x**2 + x,x**2 + x
"['mul', 's+', '3', 'pow', 'x', 's+', '2']",3*x**2,3*x**2
"['add', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '2', 'exp', 'mul', 's-', '1', 'x', 'mul', 's+', '2', 'mul', 'x', 'exp', 'mul', 's-', '1', 'x']",-x**2*exp(-x) + 2*x*exp(-x),-5*x**4/6 + 2*x**3 - 3*x**2 + 2*x
"['mul', 'x', 'mul', 'pow', 'acot', 'mul', 's+', '2', 'pow', 'x', 's+', '2', 's-', '1', 'sin', 'mul', 's+', '2', 'x']",x*sin(2*x)/acot(2*x**2),4*x**4*(-2 + 12/pi)/(3*pi) + 4*x**2/pi
"['pow', 'sin', 'cos', 'add', 'x', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'sin', 'x', 's+', '2']",sin(cos(-x**2 + x + sin(x)))**2,x**4*(-96*sin(1)**2 + 24*sin(1)*cos(1) + 96*cos(1)**2)/24 + 4*x**3*sin(1)*cos(1) - 4*x**2*sin(1)*cos(1) + sin(1)**2
"['add', 'x', 'pow', 'x', 's+', '3']",x**3 + x,x**3 + x
"['mul', 'pow', 'x', 's+', '3', 'sin', 'x']",x**3*sin(x),x**4
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['mul', 's+', '2', 'x']",2*x,2*x
"['add', 's+', '1', 'tan', 'x']",tan(x) + 1,x**3/3 + x + 1
"['mul', 's-', '1', 'tan', 'add', 'x', 'mul', 's-', '1', 'acot', 'cos', 'x']",-tan(x - acot(cos(x))),133*x**4/24 - 11*x**3/3 + 5*x**2/2 - 2*x + 1
"['pow', 'x', 's+', '3']",x**3,x**3
"['mul', 's+', '2', 'x']",2*x,2*x
"['acot', 'sin', 'x']",acot(sin(x)),x**3/2 - x + pi/2
"['mul', 's-', '1', 'mul', 'x', 'pow', 'add', 's-', '2', 'pow', 'x', 's+', '2', 's-', '1']",-x/(x**2 - 2),x**3/4 + x/2
"['mul', 'pow', 'x', 's+', '2', 'exp', 'x']",x**2*exp(x),x**4/2 + x**3 + x**2
"['mul', 's+', '3', 'x']",3*x,3*x
"['add', 'mul', 's-', '1', 'acos', 'x', 'mul', 's+', '2', 'x']",2*x - acos(x),x**3/6 + 3*x - pi/2
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'x', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '4', 'pow', 'sin', 's+', '1', 's+', '2']",-x**4*sin(1)**2 + x,-x**4*sin(1)**2 + x
"['pow', 'x', 's+', '3']",x**3,x**3
"['add', 'x', 'pow', 'x', 's+', '4']",x**4 + x,x**4 + x
"['add', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'x']",x**2 + 2*x,x**2 + 2*x
"['cos', 's+', '1']",cos(1),cos(1)
"['add', 'mul', 'pow', 'x', 's+', '4', 'pow', 'sin', 'x', 's+', '2', 'add', 'mul', 'pow', 'cos', 'pow', 'x', 's+', '3', 's+', '2', 'pow', 'sin', 'x', 's+', '2', 'mul', 's+', '2', 'mul', 'pow', 'x', 's+', '2', 'mul', 'pow', 'sin', 'x', 's+', '2', 'cos', 'pow', 'x', 's+', '3']",x**4*sin(x)**2 + 2*x**2*sin(x)**2*cos(x**3) + sin(x)**2*cos(x**3)**2,5*x**4/3 + x**2
"['add', 'pow', 'cos', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'mul', 's-', '1', 'x']",-x + sqrt(cos(x)),-x**4/96 - x**2/4 - x + 1
"['add', 'pow', 'x', 's+', '3', 'pow', 'x', 's+', '4']",x**4 + x**3,x**4 + x**3
"['pow', 'x', 's+', '3']",x**3,x**3
"['add', 'E', 'add', 'x', 'pow', 'x', 's+', '3']",x**3 + x + E,x**3 + x + E
"['mul', 'x', 'sin', 'x']",x*sin(x),-x**4/6 + x**2
"['add', 'x', 'mul', 'x', 'exp', 'mul', 'x', 'pow', 'cos', 'x', 's-', '1']",x*exp(x/cos(x)) + x,2*x**4/3 + x**3/2 + x**2 + 2*x
"['mul', 'x', 'ln', 'mul', 'pow', 'add', 's+', '2', 'x', 's-', '1', 'exp', 'x']",x*log(exp(x)/(x + 2)),-x**4/24 + x**3/8 + x**2/2 - x*log(2)
"['mul', 'exp', 'pow', 'x', 's+', '2', 'exp', 'mul', 's-', '1', 'x']",exp(-x)*exp(x**2),25*x**4/24 - 7*x**3/6 + 3*x**2/2 - x + 1
"['add', 'mul', 's+', '2', 'x', 'mul', 's+', '8', 'pow', 'x', 's+', '3']",8*x**3 + 2*x,8*x**3 + 2*x
"['add', 'pow', 'x', 's+', '3', 'exp', 'mul', 's+', '3', 'x']",x**3 + exp(3*x),27*x**4/8 + 11*x**3/2 + 9*x**2/2 + 3*x + 1
"['mul', 's+', '3', 'x']",3*x,3*x
"['cos', 'add', 'pow', 'x', 's+', '5', 'mul', 's+', '2', 'x']",cos(x**5 + 2*x),2*x**4/3 - 2*x**2 + 1
"['mul', 'x', 'pow', 'cos', 'x', 's-', '1']",x/cos(x),x**3/2 + x
"['add', 'x', 'add', 'pow', 'x', 's+', '3', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '2', 'exp', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",x**3 - x**2*exp(1/2) + x,x**3 - x**2*exp(1/2) + x
"['acot', 'add', 'pow', 'x', 's+', '2', 'add', 'pow', 'x', 's+', '4', 'add', 'mul', 's-', '1', 'x', 'mul', 's+', '2', 'pow', 'x', 's+', '3']",acot(x**4 + 2*x**3 + x**2 - x),-7*x**3/3 - x**2 + x + pi/2
"['mul', 'acos', 'x', 'asin', 'mul', 'x', 'pow', 'acos', 'x', 's-', '1']",acos(x)*asin(x/acos(x)),x**4*(-224/pi**3 - 8/pi + 2*(4 + 144/pi**2)/pi)/24 + 2*x**3/(3*pi**2) + x
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'x', 'cos', 'x']",x + cos(x),x**4/24 - x**2/2 + x + 1
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'pow', 'pow', 'x', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'mul', 's-', '1', 'ln', 'add', 's+', '1', 'sin', 'x']",sqrt(x**2) - log(sin(x) + 1),x**4/12 - x**3/6 + x**2/2
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'pow', 'x', 's+', '4', 'mul', 's-', '1', 'x']",x**4 - x,x**4 - x
"['add', 'mul', 's-', '2', 'x', 'mul', 'pow', 'x', 's+', '3', 'mul', 'exp', 'mul', 's-', '3', 'x', 'exp', 'mul', 's-', '3', 'pow', 'x', 's+', '2']",x**3*exp(-3*x)*exp(-3*x**2) - 2*x,-3*x**4 + x**3 - 2*x
"['add', 'pow', 'x', 's+', '2', 'mul', 's+', '4', 'x']",x**2 + 4*x,x**2 + 4*x
"['add', 'pow', 'acot', 'x', 's+', '6', 'add', 'mul', 's+', '2', 'x', 'add', 'mul', 'pow', 'x', 's+', '6', 'pow', 'acot', 'mul', 's+', '2', 'x', 's+', '6', 'add', 'mul', 's-', '2', '0', 'mul', 'pow', 'x', 's+', '3', 'mul', 'pow', 'acot', 'x', 's+', '3', 'pow', 'acot', 'mul', 's+', '2', 'x', 's+', '3', 'add', 'mul', 's-', '6', 'mul', 'x', 'mul', 'pow', 'acot', 'x', 's+', '5', 'acot', 'mul', 's+', '2', 'x', 'add', 'mul', 's-', '6', 'mul', 'pow', 'x', 's+', '5', 'mul', 'pow', 'acot', 'mul', 's+', '2', 'x', 's+', '5', 'acot', 'x', 'add', 'mul', 's+', '1', '5', 'mul', 'pow', 'x', 's+', '2', 'mul', 'pow', 'acot', 'x', 's+', '4', 'pow', 'acot', 'mul', 's+', '2', 'x', 's+', '2', 'mul', 's+', '1', '5', 'mul', 'pow', 'x', 's+', '4', 'mul', 'pow', 'acot', 'x', 's+', '2', 'pow', 'acot', 'mul', 's+', '2', 'x', 's+', '4']",x**6*acot(2*x)**6 - 6*x**5*acot(x)*acot(2*x)**5 + 15*x**4*acot(x)**2*acot(2*x)**4 - 20*x**3*acot(x)**3*acot(2*x)**3 + 15*x**2*acot(x)**4*acot(2*x)**2 - 6*x*acot(x)**5*acot(2*x) + 2*x + acot(x)**6,x**4*(90*pi**2 + 45*pi**6/8 + 540*pi**3 + 231*pi**5/2 + 570*pi**4)/24 + x**3*(-177*pi**5/8 - 45*pi**4 - 15*pi**6/8 - 15*pi**3)/6 + x**2*(15*pi**4/8 + 15*pi**6/32 + 21*pi**5/8)/2 + x*(-3*pi**6/32 - 3*pi**5/16 + 2) + pi**6/64
"['add', 'mul', 'pow', 'cos', 'cos', 'x', 's+', '3', 'sin', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'mul', 'x', 'pow', 'cos', 'cos', 'x', 's+', '3']",2*x*cos(cos(x))**3 + sin(x**2)*cos(cos(x))**3,3*x**4*sin(1)*cos(1)**2/2 + 3*x**3*sin(1)*cos(1)**2 + x**2*cos(1)**3 + 2*x*cos(1)**3
"['pow', 'x', 's+', '4']",x**4,x**4
"['mul', 's+', '2', 'x']",2*x,2*x
"['add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'pow', 'x', 's+', '3']",-x**3 + x**2,-x**3 + x**2
"['mul', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'x']",x/2,x/2
"['add', 'mul', 's-', '1', 'mul', 'x', 'acot', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'exp', 'acot', 'x']",-x*acot(sqrt(x)) + exp(acot(x)),x*(-exp(pi/2) - pi/2) + exp(pi/2)
"['mul', 'x', 'pow', 'sin', 's+', '1', 's-', '1']",x/sin(1),x/sin(1)
"['sin', 'x']",sin(x),-x**3/6 + x
"['mul', 's-', '3', 'x']",-3*x,-3*x
"['add', 'pow', 'x', 's+', '3', 'add', 'pow', 'x', 's+', '4', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'pow', 'x', 's+', '5']",-x**5 + x**4 + x**3 - x**2,x**4 + x**3 - x**2
"['add', 's+', '1', 'mul', 's-', '1', 'x']",1 - x,1 - x
"['sin', 'mul', 'x', 'cos', 'x']",sin(x*cos(x)),-2*x**3/3 + x
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's+', '4', 'x']",-x**2 + 4*x,-x**2 + 4*x
"['mul', 's+', '2', 'pow', 'x', 's+', '2']",2*x**2,2*x**2
"['mul', 's-', '1', 'mul', 'pow', 'x', 's+', '2', 'acot', 'add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'x']",-x**2*acot(x**2 - x),x**4 - x**3 - pi*x**2/2
"['add', 'mul', 's-', '2', 'pow', 'x', 's+', '8', 'cos', 'x']",-2*x**8 + cos(x),x**4/24 - x**2/2 + 1
"['mul', 's-', '1', 'x']",-x,-x
"['add', 'pow', 'x', 's+', '4', 'mul', 's-', '1', 'x']",x**4 - x,x**4 - x
"['mul', 'x', 'pow', 'cos', 'x', 's-', '1']",x/cos(x),x**3/2 + x
"['add', 'pow', 'x', 's+', '4', 'mul', 's-', '1', 'pow', 'x', 's+', '3']",x**4 - x**3,x**4 - x**3
"['add', 'x', 'pow', 'cos', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",x + sqrt(cos(x)),-x**4/96 - x**2/4 + x + 1
"['mul', 'pow', 'x', 's+', '2', 'exp', 'mul', 's-', '1', 'pow', 'x', 's+', '4']",x**2*exp(-x**4),x**2
"['add', 'pow', 'x', 's+', '2', 'cos', 'add', 'x', 'asin', 'x']",x**2 + cos(x + asin(x)),x**4/3 - x**2 + 1
"['add', 'x', 'mul', 'x', 'pow', 'acos', 'mul', 's+', '2', 'x', 's-', '1']",x + x/acos(2*x),16*x**4*(1 + 24/pi**2)/(3*pi**2) + 32*x**3/pi**3 + 8*x**2/pi**2 + x*(2/pi + 1)
"['sin', 'x']",sin(x),-x**3/6 + x
"['add', 'E', 'sin', 'sin', 'mul', 's+', '3', 'x']",sin(sin(3*x)) + E,-9*x**3 + 3*x + E
"['sin', 'x']",sin(x),-x**3/6 + x
"['mul', 's-', '1', 'x']",-x,-x
"['add', 'pow', 'cos', 's+', '1', 's+', '4', 'add', 'mul', 's+', '1', '6', 'pow', 'x', 's+', '4', 'add', 'mul', 's+', '8', 'mul', 'x', 'pow', 'cos', 's+', '1', 's+', '3', 'add', 'mul', 's+', '2', '4', 'mul', 'pow', 'x', 's+', '2', 'pow', 'cos', 's+', '1', 's+', '2', 'mul', 's+', '3', '2', 'mul', 'pow', 'x', 's+', '3', 'cos', 's+', '1']",16*x**4 + 32*x**3*cos(1) + 24*x**2*cos(1)**2 + 8*x*cos(1)**3 + cos(1)**4,16*x**4 + 32*x**3*cos(1) + 24*x**2*cos(1)**2 + 8*x*cos(1)**3 + cos(1)**4
"['mul', 'pow', 'asin', 'x', 's+', '4', 'pow', 'cos', 'x', 's+', '1', '6']",cos(x)**16*asin(x)**4,x**4
"['asin', 'cos', 'pow', 'x', 's+', '2']",asin(cos(x**2)),pi/2
"['add', 'x', 'add', 'pow', 'x', 's+', '2', 'pow', 'cos', 'x', 's+', '5']",x**2 + x + cos(x)**5,65*x**4/24 - 3*x**2/2 + x + 1
"['add', 's+', '1', 'mul', 's-', '1', 'x']",1 - x,1 - x
"['sin', 'x']",sin(x),-x**3/6 + x
"['mul', 'pow', 'x', 's+', '4', 'pow', 'add', 's-', '1', 'x', 's-', '1']",x**4/(x - 1),-x**4
"['cos', 'pow', 'x', 's+', '2']",cos(x**2),1 - x**4/2
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'add', 'mul', 's+', '3', 'pow', 'x', 's+', '3', 'mul', 'x', 'cos', 'x']",3*x**3 - x**2 + x*cos(x),5*x**3/2 - x**2 + x
"['mul', 's+', '2', 'mul', 'pow', 'x', 's+', '2', 'exp', 'sin', 'x']",2*x**2*exp(sin(x)),x**4 + 2*x**3 + 2*x**2
"['sin', 'x']",sin(x),-x**3/6 + x
"['add', 'x', 'cos', 'x']",x + cos(x),x**4/24 - x**2/2 + x + 1
"['mul', 's+', '2', 'x']",2*x,2*x
"['pow', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', '4', 'cos', 'mul', 's+', '2', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",sqrt(-x**24 + cos(2*x)),-x**4/6 - x**2 + 1
"['mul', 'pow', 'x', 's+', '3', 'sin', 'x']",x**3*sin(x),x**4
"['mul', 's+', '2', 'pow', 'x', 's+', '2']",2*x**2,2*x**2
"['sin', 'pow', 'x', 's+', '2']",sin(x**2),x**2
"['mul', 'x', 'cos', 'x']",x*cos(x),-x**3/2 + x
"['add', 'x', 'sin', 'x']",x + sin(x),-x**3/6 + 2*x
"['cos', 'mul', 's+', '2', 'x']",cos(2*x),2*x**4/3 - 2*x**2 + 1
"['add', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'cos', 'pow', 'pow', 'x', 's+', '2', 'x']",sqrt(x) + cos((x**2)**x),cos(1)
"['mul', 's+', '2', 'x']",2*x,2*x
"['mul', 's+', '2', 'x']",2*x,2*x
"['add', 'x', 'mul', 's-', '1', 'mul', 'x', 'asin', 'x']",-x*asin(x) + x,-x**4/6 - x**2 + x
"['tan', 's+', '1']",tan(1),tan(1)
"['mul', 's+', '2', 'x']",2*x,2*x
"['mul', 'x', 'sin', 'add', 's+', '1', 'add', 'pow', 'x', 's+', '2', 'mul', 's-', '2', 'x']",x*sin(x**2 - 2*x + 1),x**4*(32*cos(1) + 48*sin(1))/24 + x**3*(-12*sin(1) + 6*cos(1))/6 - 2*x**2*cos(1) + x*sin(1)
"['pow', 'add', 's+', '1', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",sqrt(1 - x**2),-x**4/8 - x**2/2 + 1
"['mul', 'pow', 'x', 's+', '3', 'cos', 'x']",x**3*cos(x),x**3
"['mul', 's+', '2', 'x']",2*x,2*x
"['pow', 'cos', 'ln', 'pow', 'cos', 'x', 's+', '5', 's+', '1', '0']",cos(log(cos(x)**5))**10,1 - 125*x**4/4
"['add', 'pow', 'x', 's+', '2', 'mul', 's+', '3', 'x']",x**2 + 3*x,x**2 + 3*x
"['add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'x']",x**2 - x,x**2 - x
"['acot', 'mul', 'x', 'sin', 'mul', 's+', '2', 'x']",acot(x*sin(2*x)),4*x**4/3 - 2*x**2 + pi/2
"['add', 'mul', 's+', '2', 'x', 'mul', 's+', '2', 'pow', 'x', 's+', '2']",2*x**2 + 2*x,2*x**2 + 2*x
"['mul', 's+', '2', 'x']",2*x,2*x
"['add', 'x', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'sin', 'x']",-x**2 + x - sin(x),x**3/6 - x**2
"['sin', 'x']",sin(x),-x**3/6 + x
"['add', 'mul', 's-', '1', 'cos', 'x', 'sin', 'x']",sin(x) - cos(x),-x**4/24 - x**3/6 + x**2/2 + x - 1
"['add', 's-', '1', 'add', 'x', 'sin', 'x']",x + sin(x) - 1,-x**3/6 + 2*x - 1
"['add', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'cos', 'add', 'x', 'mul', 's-', '1', 'tan', 'add', 'x', 'cos', 'mul', 's+', '2', 'x']",sqrt(x) + cos(x - tan(x + cos(2*x))),cos(tan(1))
"['add', 'x', 'pow', 'x', 's+', '3']",x**3 + x,x**3 + x
"['cos', 'pow', 'x', 's+', '2']",cos(x**2),1 - x**4/2
"['add', 'pow', 'sin', 'x', 's+', '2', 'mul', 's+', '2', 'x']",2*x + sin(x)**2,-x**4/3 + x**2 + 2*x
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'mul', 's-', '1', 'x', 'add', 'cos', 'pow', 'x', 's+', '8', 'sin', 'x']",-x + sin(x) + cos(x**8),1 - x**3/6
"['ln', 'add', 's+', '1', 'add', 'x', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'sin', 'x']",log(-x**2 + x - sin(x) + 1),-x**4/2 + x**3/6 - x**2
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['mul', 's+', '2', 'x']",2*x,2*x
"['add', 'mul', 's+', '2', 'x', 'add', 'mul', 'pow', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'acos', 'pow', 'x', 's+', '2']",sqrt(2)*sqrt(x) + 2*x + acos(x**2),pi/2
"['pow', 'x', 's+', '3']",x**3,x**3
"['add', 'pow', 'x', 's+', '2', 'add', 'pow', 'x', 's+', '6', 'add', 'mul', 's+', '6', 'pow', 'x', 's+', '3', 'add', 'mul', 's+', '8', 'pow', 'x', 's+', '5', 'mul', 's+', '1', '2', 'pow', 'x', 's+', '4']",x**6 + 8*x**5 + 12*x**4 + 6*x**3 + x**2,12*x**4 + 6*x**3 + x**2
"['mul', 's+', '2', 'x']",2*x,2*x
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '3', 'mul', 's+', '2', 'x']",-x**3 + 2*x,-x**3 + 2*x
"['add', 'x', 'add', 'pow', 'x', 's+', '4', 'pow', 'x', 's+', '5']",x**5 + x**4 + x,x**4 + x
"['mul', 's+', '2', 'x']",2*x,2*x
"['add', 'x', 'pow', 'x', 's+', '2']",x**2 + x,x**2 + x
"['add', 'mul', 's+', '2', 'x', 'cos', 'pow', 'acos', 'x', 's+', '3']",2*x + cos(acos(x)**3),x**4*(81*pi**8*cos(pi**3/8)/256 + 81*pi**5*sin(pi**3/8)/8 - 12*pi*sin(pi**3/8) - 9*pi**4*cos(pi**3/8)/4 - 45*pi**2*cos(pi**3/8))/24 + x**3*(27*pi**3*cos(pi**3/8)/4 + 3*pi**2*sin(pi**3/8)/4 + 6*sin(pi**3/8) - 27*pi**6*sin(pi**3/8)/64)/6 + 3*pi*x**2*(-2*sin(pi**3/8) - 3*pi**3*cos(pi**3/8)/8)/4 + x*(3*pi**2*sin(pi**3/8)/4 + 2) + cos(pi**3/8)
"['add', 'pow', 'x', 's+', '2', 'mul', 'pow', 'x', 's+', '2', 'cos', 'x']",x**2*cos(x) + x**2,-x**4/2 + 2*x**2
"['add', 'x', 'pow', 'x', 's+', '2']",x**2 + x,x**2 + x
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'x', 'pow', 'x', 's+', '2']",x**2 + x,x**2 + x
"['add', 's+', '1', 'mul', 's-', '1', 'sin', 'add', 'x', 'pow', 'x', 'x']",1 - sin(x + x**x),1 - sin(1)
"['add', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'x']",x**2 + 2*x,x**2 + 2*x
"['acot', 'add', 'pow', 'tan', 'x', 's+', '5', 'mul', 's+', '2', 'x']",acot(2*x + tan(x)**5),8*x**3/3 - 2*x + pi/2
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['acot', 'x']",acot(x),x**3/3 - x + pi/2
"['add', 'pow', 'x', 's+', '3', 'pow', 'cos', 'sin', 'x', 's+', '5']",x**3 + cos(sin(x))**5,85*x**4/24 + x**3 - 5*x**2/2 + 1
"['mul', 'x', 'exp', 'mul', 's+', '2', 'x']",x*exp(2*x),4*x**4/3 + 2*x**3 + 2*x**2 + x
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 's+', '1', 'add', 'x', 'mul', 's-', '1', 'tan', 'x']",x - tan(x) + 1,1 - x**3/3
"['add', 'x', 'mul', 's-', '1', 'pow', 'x', 's+', '2']",-x**2 + x,-x**2 + x
"['mul', 'x', 'sin', 'pow', 'x', 's+', '2']",x*sin(x**2),x**3
"['mul', 's+', '2', 'x']",2*x,2*x
"['mul', 's-', '1', 'asin', 'add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'x']",-asin(x**2 - x),-x**4/2 + x**3/6 - x**2 + x
"['mul', 'x', 'ln', 'mul', 'exp', 'mul', 's-', '3', 'pow', 'x', 's+', '2', 'exp', 'mul', 's+', '6', 'x']",x*log(exp(6*x)*exp(-3*x**2)),-3*x**3 + 6*x**2
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'x', 'mul', 's-', '1', 'cos', 's+', '1']",x - cos(1),x - cos(1)
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['add', 'x', 'mul', 's-', '1', 'pow', 'x', 's+', '3']",-x**3 + x,-x**3 + x
"['mul', 's-', '1', 'sin', 'add', 'pow', 'x', 's+', '1', '2', 'mul', 's-', '1', 'x']",-sin(x**12 - x),-x**3/6 + x
"['add', 'x', 'mul', 's-', '1', 'pow', 'x', 's+', '2']",-x**2 + x,-x**2 + x
"['add', 'pow', 'add', 's-', '1', 'x', 's-', '1', 'add', 'mul', 'pow', 'x', 's+', '2', 'pow', 'add', 's-', '1', 'x', 's-', '1', 'mul', 's-', '1', 'mul', 'x', 'pow', 'add', 's-', '1', 'x', 's-', '1']",x**2/(x - 1) - x/(x - 1) + 1/(x - 1),-x**4 - x**3 - x**2 - 1
"['add', 'x', 'add', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'acos', 'x']",sqrt(x) + x + acos(x),pi/2
"['add', 'mul', 's-', '1', '6', 'pow', 'x', 's+', '5', 'add', 'mul', 's-', '1', '6', 'pow', 'x', 's+', '7', 'add', 'mul', 's+', '2', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'pow', 'x', 's+', '4']",-16*x**7 - 16*x**5 + 2*x**4 + 2*x**2,2*x**4 + 2*x**2
"['add', 'x', 'mul', 's+', '2', 'pow', 'x', 's+', '2']",2*x**2 + x,2*x**2 + x
"['add', 'mul', 's-', '1', 'x', 'tan', 'pow', 'x', 's+', '3']",-x + tan(x**3),x**3 - x
"['add', 'x', 'cos', 'sin', 'add', 'x', 'pow', 'x', 's+', '2']",x + cos(sin(x**2 + x)),-7*x**4/24 - x**3 - x**2/2 + x + 1
"['pow', 'x', 's+', '2']",x**2,x**2
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 's+', '1', 'mul', 's-', '1', 'x']",1 - x,1 - x
"['acos', 'x']",acos(x),-x**3/6 - x + pi/2
"['acos', 'x']",acos(x),-x**3/6 - x + pi/2
